Post.Office,State,County,Established,Discontinued,Latitude,Longitude
WEIGAND,NE,Knox,1883,1906,42.8347211,-97.5683972
COLLERIDGE,NE,Cedar,1883,,42.5061366,-97.2029075
KANDIOTTA,ND,Sargent,1883,1887,46.1391286,-97.4820378
LIMEGROVE,NE,Dixon,1883,1902,42.6636095,-96.9994896
MANLY,NE,Cass,1883,,40.9196438,-96.1648708
MONAHAN,TX,Ward,1883,1887,31.5925887,-102.8953071
O'FALLON,NE,Lincoln,1883,1890,41.1577461,-101.0026839
TEARDALE,UT,Wayne,1883,1900,38.2839117,-111.4770149
WAPATA,OR,Yamhill,1883,1886,45.4062261,-123.1239952
BIGBEND,CA,Butte,1883,1891,39.6982182,-121.4608015
CONOR,ID,Cassia,1883,1903,42.2810238,-113.5013949
DE VOE,SD,Faulk,1883,1895,45.0916408,-98.878716
GRANT SPRINGS,CA,Mariposa,1883,1892,37.7010422,-120.2957464
HAGGART,ND,Cass,1883,1885,46.8749671,-96.900362
HIGHLANDLAKE,CO,Weld,1883,1913,40.247762,-105.0144238
LA DELLE,SD,Spink,1883,1895,44.6752538,-98.1189805
NORTON'S,AZ,Yuma,1883,1888,32.8106013,-113.7988153
APPOMATOX,SD,Potter,1883,1892,45.0880397,-100.1295688
BELIGRADE,KS,Coffey,1883,1886,38.1389144,-95.5627616
BROWNSVILLE,KS,Chautauqua,1883,1903,37.1764515,-96.0038752
CORNELION,SD,Potter,1883,1891,45.0130374,-100.0828992
GRASHULL,SD,Meade,1883,1899,44.2569312,-103.2046258
LA GRACE,SD,Campbell,1883,1895,45.878051,-100.3637372
SALEE,KS,Kingman,1883,1883,37.7158498,-98.2464565
TICEVILLE,ND,Dickey,1883,1888,45.9458011,-98.1178807
WILLOWS,ND,Griggs,1883,1892,47.6338853,-98.3289873
DEL MINE,CO,San Juan,1883,1884,37.8830512,-107.6725608
CONKLING,ND,McLean,1883,1913,47.3124885,-101.1829197
AMBER,KS,Barber,1883,1899,,
BARLOW,CO,Garfield,1883,1884,,
ANTIOCH,KS,Osage,1883,1885,,
ALABASTER,CA,El Dorado,1883,1888,,
ALBERTSON,CA,Shasta,1883,1885,,
ALOSTA,CA,Los Angeles,1883,1899,,
ALPHA,TX,Fannin,1883,1884,,
ALTAMONT,NM,Rio Arriba,1883,1884,,
ARBUTA,NE,Gosper,1883,1893,,
ARLINGTON,CO,Mesa,1883,1884,,
ARTHUR,NE,Knox,1883,1887,,
ASTAREEN,SD,Hand,1883,1883,,
AUGUSTA,SD,Sully\Hughes,1883,1894,,
BANGOR,SD,Spink,1883,1883,,
BARHAM,CA,San Diego,1883,1888,,
BARR,CO,Adams,1883,1914,,
BELKNAP,NE,Holt,1883,1888,,
BIEDELL,CO,Saguache,1883,1884,,
BIRMINGHAM,CO,Huerfano,1883,1894,,
BLAND,CO,Elbert,1883,1921,,
BOGGY,TX,Leon,1883,1908,,
BOLTON,ID,Blaine,1883,1885,,
BREON,AZ,Mohave,1883,1885,,
BUCKLEY,TX,La Salle,1883,1883,,
BUFFALO,NE,Wheeler,1883,1895,,
BURGE,WA,Kittitas,1883,1888,,
BURNT RANCH,OR,Jefferson,1883,1935,,
BUTLER,ND,Walsh,1883,1884,,
BUTTE,AZ,Pinal,1883,1884,,
CADE,TX,Navarro,1883,1907,,
CANADIAN,CO,Larimer,1883,1891,,
CAPE HORN,WA,Skamania,1883,1942,,
CAREY,CO,Pitkin,1883,1884,,
CARIBOO,ID,Bonneville,1883,1898,,
CASKELL,ID,Lemhi,1883,1885,,
CHARLTON,TX,Denton,1883,1886,,
CHENEYVILLE,KS,Cherokee,1883,1885,,
CHICAGO,NE,Antelope,1883,1888,,
CLARE,SD,Brookings,1883,1885,,
CLEVELAND,CO,Eagle,1883,1884,,
COLBERG,TX,Travis,1883,1885,,
COLD HILL,TX,Hopkins,1883,1898,,
CONE,NE,Platte,1883,1883,,
CORA,NE,Gosper,1883,1883,,
CORNELIAN,CA,Placer,1883,1893,,
COSDEN,CO,Gunnison,1883,1885,,
COX,AZ,Yavapai,1883,1883,,
CRAIGS,TX,Lamar,1883,1885,,
CULBERSON,TX,Cass,1883,1904,,
CURTIS,TX,Childress,1883,1884,,
CUVIER,KS,Finney,1883,1887,,
DAKE,CO,Park,1883,1892,,
DECEPTION,WA,Skagit,1883,1891,,
DELTA,SD,Jerauld,1883,1883,,
DERRY,KS,Greenwood,1883,1896,,
DIX,KS,Morris,1883,1886,,
DUNCAN,UT,Washington,1883,1887,,
EARLY SPRING,CO,Garfield,1883,1883,,
EASOM,TX,Polk,1883,1889,,
EDENSBURGH,NE,Saunders,1883,1886,,
EDITH,CO,Routt,1883,1885,,
ELEANOR,KS,Harvey,1883,1898,,
ELLING,NE,Sherman,1883,1887,,
EMMA,ND,Dickey,1883,1887,,
EPPLER,TX,Bastrop,1883,1884,,
EQUESTRIA,TX,Johnson,1883,1896,,
ERSKINE,TX,Concho,1883,1887,,
EUDELL,NE,Custer,1883,1900,,
FAIRBANK,WY,Platte,1883,1900,,
FISHER,ND,Barnes,1883,1885,,
FLETA,KS,Morris,1883,1887,,
FLETCHER,NE,Washington,1883,1901,,
FORKS,WY,Crook,1883,1899,,
FORMAN'S,TX,Llano,1883,1886,,
FORT RUSSELL,WY,Laramie,1883,1930,,
FORT THORNBURGH,UT,Uintah,1883,1883,,
FORTIFICATION,CO,Routt,1883,1885,,
FRANCIS,NE,Wheeler,1883,1917,,
FRANK,NE,Phelps,1883,1889,,
FRASER,NE,Phelps,1883,1892,,
FRED,KS,Marion,1883,1901,,
FREEPORT,SD,Edmunds,1883,1883,,
GEORGETOWN,SD,Edmunds,1883,1883,,
GERTRUDE,ND,Cavalier,1883,1895,,
GETTYSBURGH,SD,Faulk,1883,1883,,
GILLESPIE,NE,Holt,1883,1883,,
GILLIAM,TX,Webb,1883,1883,,
GILMAN,SD,Lake,1883,1896,,
GOLDIE,KS,Jewell,1883,1883,,
GOVE,CO,Custer,1883,1888,,
GRAND COULEE,WA,Lincoln,1883,1895,,
GRANGER,CO,El Paso,1883,1888,,
GRAPE,CO,Fremont,1883,1887,,
GRESHAM,ND,Cavalier,1883,1883,,
GRESHAM,CO,Garfield,1883,1884,,
HAMILTON,NM,San Miguel,1883,1883,,
HARBINE,NE,Thayer,1883,1885,,
HARRIET,NE,Holt,1883,1883,,
HAWLEY,CA,San Bernardino,1883,1888,,
HENDERSON,CO,Sedgwick,1883,1885,,
HERRMANN,SD,Pennington,1883,1883,,
HEUGH,TX,Johnson,1883,1890,,
HICKS,NE,Webster,1883,1885,,
HIGHLANDTOWN,CO,Denver,1883,1884,,
HILLIER,NE,Gosper,1883,1884,,
HOLLIS,TX,Madison,1883,1906,,
HOUCK,CO,Huerfano,1883,1883,,
HOWELLS,AZ,Yavapai,1883,1893,,
HUNT,TX,Webb,1883,1883,,
INDIANAPOLIS,TX,Mason,1883,1890,,
INGERSOLL,UT,Millard,1883,1887,,
IRONHILL,CO,Lake,1883,1883,,
JASPER,ND,Richland,1883,1883,,
JEFFRIES,TX,Wise,1883,1884,,
JIMNED,TX,Wise,1883,1895,,
JONES,CO,Mesa,1883,1883,,
JORDON,CA,Siskiyou,1883,1888,,
JOYFUL,CA,Kern,1883,1884,,
JUMBO,TX,Cass,1883,1884,,
KA,TX,Dallas,1883,1906,,
KANUCK,CA,Mendocino,1883,1883,,
KIRBY,AZ,Yavapai,1883,1884,,
KIRKLAND,TX,Hardeman,1883,1887,,
KLAINE,KS,Clark,1883,1884,,
LAIRD,SD,Potter,1883,1883,,
LARGO,NM,San Juan,1883,1927,,
LAWRENCE,CO,Ouray,1883,1884,,
LAWS,TX,Franklin,1883,1906,,
LEIGHTON,ND,Williams,1883,1883,,
LEMON,ND,Cavalier,1883,1888,,
LENDRUM,ND,Kidder,1883,1883,,
LEON,CO,Mesa,1883,1883,,
LEXINGTON,NE,Franklin,1883,1885,,
LIGHT,KS,Smith,1883,1883,,
LIVONIA,TX,Newton,1883,1887,,
LONDON,CO,Park,1883,1886,,
LONEDOME,CO,Montezuma,1883,1907,,
LORD,TX,Harris,1883,1886,,
LOWRY,TX,Panola,1883,1887,,
MADICINE,NE,Lincoln,1883,1887,,
MADRONE SPRINGS,CA,Santa Clara,1883,1885,,
MAMMOTH CAVE,CA,Calaveras,1883,1887,,
MARION,WA,Pierce,1883,1904,,
MARKHAM,CA,Sonoma,1883,1910,,
MARMOT,ND,Morton,1883,1886,,
MARS,WA,Whatcom,1883,1884,,
MAVERICK,SD,Pennington,1883,1889,,
MAX,KS,Miami,1883,1889,,
MCCOY,KS,Seward,1883,1885,,
MCGREGOR,KS,Sheridan,1883,1884,,
MCLEARY,TX,Brewster,1883,1884,,
MEROM,NE,Dawson,1883,1896,,
MESAVILLE,CA,San Diego,1883,1883,,
MIDDLEPORT,NE,Wheeler,1883,1888,,
MILLER,TX,Bell,1883,1884,,
MILLERSBURGH,WY,Platte,1883,1884,,
MILLTOWN,OK,Rogers,1883,1883,,
MILLTOWN,WY,Sheridan,1883,1884,,
MILTON,WY,Albany,1883,1883,,
MOBILE,TX,Tyler,1883,1925,,
MOLTKE,ND,Burleigh,1883,1884,,
MONA,ND,Cavalier,1883,1935,,
MOREHEAD,OK,Sequoyah,1883,1887,,
MORRILLVILLE,NE,Knox,1883,1904,,
MOUND,TX,Dickens,1883,1884,,
MYRTLE,SD,Bon Homme,1883,1902,,
MYRTLE,TX,Clay,1883,1899,,
NAILER,TX,Fannin,1883,1888,,
NAOMI,CO,Summit,1883,1888,,
NELLIE,CA,San Diego,1883,1920,,
NEPHUR,ID,Bear Lake,1883,1891,,
NERO,AZ,Apache,1883,1883,,
NICKELVILLE,TX,Collin,1883,1886,,
NIXON,SD,Faulk,1883,1883,,
NUNDA,CO,Huerfano,1883,1888,,
ODELL,TX,Rockwall,1883,1889,,
OHLMAN,WY,Sheridan,1883,1894,,
OKANE,NE,Phelps,1883,1886,,
OMAREL,NE,Holt,1883,1884,,
ORAM,NE,Furnas,1883,1886,,
ORANGE,KS,Smith,1883,1887,,
OTTER,UT,Piute,1883,1897,,
PARADISE,NE,Sherman,1883,1884,,
PARR,OK,Grady,1883,1892,,
PATTERSON,KS,Kingman,1883,1884,,
PLAINFIELD,WA,Whitman,1883,1884,,
PLATEAU,CO,Mesa,1883,1887,,
PLEXUS,KS,Smith,1883,1883,,
POWELL,CO,Las Animas,1883,1896,,
RANEY,TX,Fannin,1883,1888,,
RANGE,KS,Ellsworth,1883,1890,,
RECHE,CA,San Bernardino,1883,1888,,
REDD,KS,Norton,1883,1886,,
RHODES,TX,Angelina,1883,1886,,
RICHARDS,KS,Barber,1883,1884,,
RIVERSIDE,WY,Johnson,1883,1894,,
ROCA SPRINGS,TX,Kimble,1883,1891,,
ROCHELLE,TX,Bowie,1883,1883,,
ROCKINGHAM,TX,Tyler,1883,1883,,
ROGERSVILLE,CO,Ouray,1883,1883,,
RONGIS,WY,Fremont,1883,1926,,
ROOT,CA,San Luis Obispo,1883,1894,,
ROXIE,ID,Washington,1883,1883,,
SAINT ANSGAR,SD,Brown,1883,1887,,
SANDALIA,NE,Boone,1883,1901,,
SARGEANT,ND,Sargent,1883,1883,,
SATER,ID,Washington,1883,1887,,
SCHEUERMAN,KS,Rush,1883,1888,,
SELAK,CO,Grand,1883,1893,,
SHAEFFER,TX,Duval,1883,1917,,
SHERWOOD,NE,Franklin,1883,1895,,
SLATER,WY,Carbon,1883,1888,,
SOUTH LE BEAU,SD,Walworth,1883,1884,,
SPARROW,CO,Pueblo,1883,1885,,
SPRING,KS,Scott,1883,1885,,
STAMFORD,CO,Las Animas,1883,1920,,
SULPHUR,WY,Carbon,1883,1895,,
SWEETWATER,KS,Ellis,1883,1885,,
SWIFT,NE,Otoe,1883,1895,,
SYLVAN,ND,Morton,1883,1883,,
TACOMA,CO,Lake,1883,1886,,
TAOS,KS,Marshall,1883,1885,,
THACHER,NE,Sioux,1883,1883,,
THOMPSON,NE,Holt,1883,1887,,
TILLY,CA,Mendocino,1883,1887,,
TOMLINSON,ND,Eddy,1883,1885,,
TRACY,ND,Ramsey,1883,1886,,
TWIN CREEKS,WY,Lincoln,1883,1885,,
TWOHIG,TX,La Salle,1883,1903,,
UNAWEEP,CO,Mesa,1883,1898,,
USELESS,WA,Island,1883,1893,,
VALE,TX,Coleman,1883,1886,,
VALLEY,KS,Clark,1883,1883,,
VAN,NE,Cedar,1883,1883,,
VILOTT,TX,Cooke,1883,1900,,
WASHBURN,KS,Bourbon,1883,1885,,
WATERBURY,SD,Buffalo\Jerauld,1883,1913,,
WATERS,NE,Buffalo,1883,1885,,
WATKINS,OK,Jefferson,1883,1886,,
WATSON,CA,San Bernardino,1883,1883,,
WATTERS,TX,Travis,1883,1905,,
WAYNE,TX,Cass,1883,1889,,
WEIBLE,ND,Traill,1883,1909,,
WELCOME,KS,Cloud,1883,1885,,
WELLER,ND,McLean,1883,1906,,
WILDER,WY,Johnson,1883,1883,,
WILLIAMSPORT,ND,Emmons,1883,1903,,
WINSTON,KS,Ellsworth,1883,1887,,
WINTHROP,SD,Beadle,1883,1911,,
WOOTAN WELLS,TX,Robertson,1883,1919,,
WYATT,SD,Aurora,1883,1902,,
YAGER,WA,Whatcom,1883,1893,,
YANKTON,KS,Harper,1883,1884,,
ABERDEEN,WA,Grays Harbor,1884,,46.9748593,-123.8210314
ADAMSVILLE,OR,Morrow,1884,1885,45.1793037,-119.7116863
AGNEW,CA,Santa Clara,1884,1967,37.3993847,-121.9613476
AMESVILLE,MT,Beaverhead,1884,1897,45.0099238,-113.1111467
ANTHONY,NM,Dona Ana,1884,,32.0132509,-106.6044137
ALBRIGHT,MT,Rosebud,1884,1892,46.284442,-106.4880814
ALLARD,MT,Dawson,1884,1927,47.038901,-104.5671754
ALMERIA,NE,Loup,1884,1984,41.8258371,-99.5220576
ALPINE,OR,Morrow,1884,1894,45.616241,-119.5297454
ALTAMONT,OR,Josephine,1884,1886,42.6378942,-123.4472874
APPLE SPRINGS,TX,Trinity,1884,,31.2235033,-94.9686362
ASHLEY,MT,Flathead,1884,1891,48.1916257,-114.3329089
ASOTIN,WA,Asotin,1884,,46.3403564,-117.0541644
ATLANTA,NE,Phelps,1884,,40.3655655,-99.4726038
AUBERRY,CA,Fresno,1884,,37.0739702,-119.4860501
AUGUSTA,MT,Lewis & Clark,1884,,47.4953255,-112.388968
AVON,MT,Powell,1884,,46.5983918,-112.5985187
AXTELL,NE,Kearney,1884,,40.4796401,-99.1268432
BAIRD,OR,Gilliam,1884,1886,45.6220743,-120.1636511
BATESVILLE,TX,Zavala,1884,,28.9616803,-99.6173168
BATTLE BEND,NE,Custer,1884,1887,41.1622306,-99.3984348
BEEMER,NE,Cuming,1884,,41.9301074,-96.8115151
BELLVUE,CO,Larimer,1884,,40.6292855,-105.1750917
BENJAMIN,TX,Knox,1884,,33.5832996,-99.7923272
BEULAH,OR,Malheur,1884,1947,43.9065472,-118.1526936
BIGGS,CA,Butte,1884,,39.413084,-121.7102194
BLACK HAWK,NM,Grant,1884,1887,32.7053539,-108.5228291
BLAINE,NV,Elko,1884,1914,40.6679828,-115.5481154
BOLTON,SD,Clay,1884,1890,42.9083279,-97.0017132
BORDEAUX,NE,Dawes,1884,1896,42.7680295,-102.8140635
BOTTINEAU,ND,Bottineau,1884,,48.8264501,-100.4446386
BOYD,OR,Wasco,1884,1953,45.4892875,-121.0822909
BREWSTER,NE,Blaine,1884,,41.9388904,-99.8648479
BRITTEN,OR,Baker,1884,1893,44.6929324,-118.0627178
BRITTON,SD,Marshall,1884,,45.7931137,-97.7502329
BROOKS,CA,Yolo,1884,,38.736987,-122.1447827
BRYSON,TX,Jack,1884,,33.1619472,-98.3860394
BURDEN,KS,Cowley,1884,,37.3157017,-96.7536523
BURLINGTON,ND,Ward,1884,,48.2752412,-101.4293794
BURNS,OR,Harney,1884,,43.5844589,-119.0546987
BURSON,CA,Calaveras,1884,,38.1831919,-120.8894432
BURTON,NE,Key Paha,1884,1975,42.9116688,-99.5917793
BURWELL,NE,Garfield,1884,,41.7808118,-99.1348559
CALEB,OR,Wheeler,1884,1904,44.5234727,-119.9122169
CAMP GROUND,OR,Multnomah,1884,1884,45.497898,-122.4464797
CAMPBELL,SD,Campbell,1884,1909,45.6611057,-100.2837375
CANDO,ND,Towner,1884,,48.490764,-99.203435
CANOVA,SD,Miner,1884,,43.8813058,-97.5030354
CAREY,ID,Blaine,1884,,43.3106129,-113.9454295
CARRIE,NE,Key Paha,1884,1884,42.8669482,-100.0726223
CATALPA,NE,Holt,1884,1933,42.7761121,-98.8687023
CECIL,MT,Lewis & Clark,1884,1886,47.4324455,-112.5453086
CENTRALIA,WA,Lewis,1884,,46.7154829,-122.9570165
CHAPPELL,NE,Deuel,1884,,41.0923874,-102.472003
CHERRY CREEK,OR,Jefferson,1884,1886,44.7565196,-120.4150245
CHERRYVILLE,OR,Clackamas,1884,1958,45.3670643,-122.1550842
CHISUM,NM,Chaves,1884,1885,33.2620484,-104.4188549
CHOTEAU,MT,Teton,1884,,47.8118769,-112.1853319
CHOUTEAU,MT,Teton,1884,,47.8118769,-112.1853319
CHRISTINE,ND,Richland,1884,,46.5748669,-96.8052736
CLARAMONT,NE,Cedar,1884,1892,42.4294826,-97.0892885
CLEM,OR,Gilliam,1884,1937,45.4212409,-120.2033713
CLIFF,NE,Custer,1884,1901,41.4883365,-99.9717924
COBURG,OR,Lane,1884,1958,44.139313,-123.0670267
COBURGH,NE,Custer,1884,1904,41.5394516,-99.3848264
COLDWATER,KS,Comanche,1884,,37.2703112,-99.3262549
CONCORD,TX,Leon,1884,,31.2565239,-96.1448415
CONCORD,NE,Dixon,1884,,42.3830417,-96.988433
CONDON,OR,Gilliam,1884,,45.2344242,-120.1845097
CONWAY SPRINGS,KS,Sumner,1884,,37.3904539,-97.6430111
COONEY,NM,Catron,1884,1915,33.4228388,-108.8078405
COURTLAND,NE,Gage,1884,1885,40.5055983,-96.7078586
COWICHE,WA,Yakima,1884,,46.6713253,-120.7139194
CRARY,ND,Ramsey,1884,,48.068415,-98.641477
CROSTON,OR,Marion,1884,1901,44.8840084,-123.1359313
CROW BUTTE,NE,Dawes,1884,1886,42.6868903,-103.4137167
CUMMINGS,KS,Atchison,1884,,39.4625374,-95.24528
CURRINSVILLE,OR,Clackamas,1884,1906,45.3151211,-122.342586
DAVENPORT,WA,Lincoln,1884,,47.6546076,-118.1513019
DAZEY,ND,Barnes,1884,,47.1905701,-98.2007735
DE SOTO,TX,Dallas,1884,,32.586512,-96.857584
DEADWOOD,OR,Lane,1884,,44.0949422,-123.7563451
DELHI,SD,McPherson,1884,1908,45.6916439,-98.7476012
DENVER,SD,Kingsbury,1884,1885,44.3641054,-97.1341969
DENVER,OR,Clatsop,1884,1888,45.9512223,-123.5679055
DEVILS LAKE,ND,Ramsey,1884,,48.1103436,-98.8583886
DICKEY,ND,La Moure,1884,,46.536691,-98.469654
DILLARD,OR,Douglas,1884,,43.1000927,-123.4285488
DILWORTH,MT,Carbon,1884,1891,45.0499465,-109.1312585
DIME BOX,TX,Lee,1884,,30.3560128,-96.8245928
DORSEY,NE,Holt,1884,1957,42.6816669,-98.3445244
DOTYVILLE,OR,Linn,1884,1890,44.6540115,-122.8053662
DREWSEY,OR,Harney,1884,,43.8065466,-118.3774232
DRISCOLL,ND,Burleigh,1884,,46.844317,-100.141647
DRUMMOND,MT,Granite,1884,,46.6683119,-113.1456376
DUCKWORTH,OR,Lane,1884,1884,44.0669585,-123.3548787
DUNCAN,OK,Stephens,1884,,34.5003984,-97.9573285
DUNDEE,MT,Richland,1884,1885,47.48946,-104.3088307
DUNSEITH,ND,Rolette,1884,,48.8132321,-100.059766
DURHAM,ND,Stutsman,1884,1887,47.221984,-98.566557
DWIGHT,NE,Butler,1884,,41.0829469,-97.0203788
EDMONDS,WA,Snohomish,1884,,47.8118944,-122.380285
ELGIN,NE,Antelope,1884,,41.9830784,-98.085288
ELK CITY,NE,Douglas,1884,1966,41.3716643,-96.2677997
ELKHORN,NE,Douglas,1884,,41.2872523,-96.2323136
ELKHORN,MT,Jefferson,1884,1924,46.2746506,-111.9458238
ELLISTON,MT,Powell,1884,,46.5608929,-112.4306123
ELLISVILLE,SD,Faulk,1884,1916,44.9541448,-99.447058
ELMIRA,OR,Lane,1884,,44.0669585,-123.3548787
EMERALD,NE,Lancaster,1884,1943,40.8138924,-96.8350217
EMERYVILLE,CA,Alameda,1884,1909,37.8423251,-122.292308
ENTERPRISE,MT,Sanders,1884,1884,47.661879,-115.4084916
ESCONDIDO,CA,San Diego,1884,,33.1238902,-117.1023916
EXPRESS,OR,Baker,1884,1902,44.581045,-117.4632663
FAIRMOUNT,ND,Richland,1884,,46.0552263,-96.6033081
FALLON,MT,Prairie,1884,,46.8354192,-105.1212508
FARMINGTON,OR,Washington,1884,1905,45.4490059,-122.9478804
FIELDER,SD,Hughes,1884,1925,44.5469251,-100.5056947
FILLMORE,NV,Churchill,1884,1886,39.8118548,-118.9959957
FILLMORE,UT,Millard,1884,,38.968613,-112.3220717
FLETTS,OR,Gilliam,1884,1888,45.3915201,-120.0594776
FLORA VISTA,NM,San Juan,1884,,36.7944478,-108.0803484
FOLEY SPRINGS,OR,Lane,1884,1940,44.1540111,-122.0986647
FORKS,WA,Clallam,1884,,47.9501176,-124.3840487
FRUITA,CO,Mesa,1884,,39.1591978,-108.7343903
GALLEGOS,NM,Harding,1884,1955,35.6097662,-103.7071869
GATES,NE,Custer,1884,1989,41.6402822,-99.6359488
GEER,NE,Richardson,1884,1886,40.0708344,-95.8224918
GEUDA SPRINGS,KS,Sumner,1884,,37.1133875,-97.1493651
GLENWOOD SPRINGS,CO,Garfield,1884,,39.5456977,-107.3261613
GODDARD,KS,Sedgwick,1884,,37.66002,-97.5745921
GOLD HILL,OR,Jackson,1884,,42.4313391,-123.0478243
GOOD HOPE,NV,Elko,1884,1887,41.4671246,-116.5076009
GOOSEBERRY,OR,Morrow,1884,1918,45.292356,-119.8919719
GORDON,NE,Sheridan,1884,,42.8065039,-102.2025048
GORDON,SD,Jerauld,1884,1906,44.9810859,-98.5045387
GRANGER,TX,Williamson,1884,,30.7176499,-97.4447175
GRAY,OR,Curry,1884,1887,42.0817781,-124.3067621
GREAT FALLS,MT,Cascade,1884,,47.5066924,-111.3035945
GRESHAM,OR,Multnomah,1884,,45.4979145,-122.4330125
HAINES,OR,Baker,1884,,44.9134634,-117.9392278
HAMILTON,OR,Grant,1884,1959,44.7404274,-119.3091474
HAMILTON,WA,Skagit,1884,,48.5218373,-121.989815
HANNAH,ND,Cavalier,1884,1992,48.973471,-98.690127
HARTWELL,NE,Kearney,1884,1899,40.570179,-98.7881443
HASKELL,TX,Haskell,1884,,33.1561261,-99.7307351
HAT CREEK,CA,Shasta,1884,,40.8317041,-121.5138402
HAUPT,SD,Marshall,1884,1886,45.6023173,-97.8311802
HERMOSA,NM,Sierra,1884,1929,33.1575712,-107.7300347
HERON,MT,Sanders,1884,,48.0595477,-115.9630584
HEWITT,TX,McLennan,1884,,31.448517,-97.204149
HILLSIDE,CO,Fremont,1884,1964,38.265966,-105.6120505
HILTON,OR,Umatilla,1884,1886,45.8829106,-118.9944467
HITCHCOCK,TX,Galveston,1884,,29.3505064,-95.021714
HOOKS,TX,Bowie,1884,,33.4666841,-94.2883537
HOSKINS,ND,McIntosh,1884,1888,46.0346983,-99.3711304
HOVEN,SD,Potter,1884,,45.24255,-99.7768917
HUNTERS,WA,Stevens,1884,,48.117292,-118.2027597
HURST,MT,Sweet Grass,1884,1891,46.201065,-110.0021296
INCLINE,NV,Washoe,1884,1895,39.2393521,-119.9440773
INEZ,TX,Victoria,1884,,28.9038151,-96.7885593
INMAN,KS,McPherson,1884,,38.2302467,-97.7754162
IONE,OR,Morrow,1884,,45.5011957,-119.8267049
IRVING,CA,Alameda,1884,1887,37.532172,-121.961405
ISLAND MOUNTAIN,NV,Elko,1884,1887,41.7337943,-115.7239696
JASPER,OR,Lane,1884,1961,43.9975536,-122.9037742
JOHNSTOWN,MT,Cascade,1884,1887,47.5027354,-111.3174746
JOSEPH,NM,Rio Arriba,1884,1884,36.208986,-106.3200667
JUNIPER,OR,Umatilla,1884,1912,45.9726333,-119.0038933
KELLIE,SD,Edmunds,1884,1886,45.4532032,-99.6534794
KENDLETON,TX,Fort Bend,1884,,29.447291,-96.00174
KENNEDALE,TX,Tarrant,1884,,32.6444645,-97.2180023
KENT,WA,King,1884,,47.3875981,-122.1991658
KEYSTONE,NE,Dawson,1884,1886,40.7054726,-100.2144222
KLEIN,TX,Harris,1884,1906,30.016438,-95.5307089
KUNA,ID,Ada,1884,,43.4908851,-116.417704
LA FOREST,NE,Hayes,1884,1885,40.5107354,-101.0193313
LA JARA,CO,Conejos,1884,,37.2748315,-105.9580588
LADORA,NE,Blaine,1884,1888,41.9388904,-99.8648479
LAFLIN,SD,Lawrence,1884,1889,44.1927283,-103.5037515
LANCASTER,CA,Los Angeles,1884,,34.6788037,-118.1650602
LANGTRY,TX,Val Verde,1884,,29.80895,-101.559806
LEGALITY,OR,Gilliam,1884,1888,45.4395751,-120.1033686
LOGAN,NE,Logan,1884,1950,41.494722,-100.3004138
LOGAN,OR,Clackamas,1884,1903,45.3434548,-122.4228655
LONG LAKE,SD,McPherson,1884,1892,45.8568621,-99.206571
LOUNSBERRY,SD,Codington,1884,1907,45.0862846,-97.4782168
LUBBOCK,TX,Lubbock,1884,,33.5812979,-101.8425418
LUSK,WY,Niobrara,1884,,42.7624401,-104.4530076
MACKSBURGH,OR,Clackamas,1884,1894,45.2137325,-122.6612019
MARBLE FALLS,TX,Burnet,1884,,30.582253,-98.2737349
MARCUS,WA,Stevens,1884,,48.664416,-118.05912
MARSTON,SD,Sully,1884,1919,44.5930382,-100.1426266
MAYBELL,CO,Moffat,1884,,40.5178694,-108.0852171
MAYBERRY,NE,Pawnee,1884,1934,40.2230557,-96.311957
MAYER,AZ,Yavapai,1884,,34.3995008,-112.2383689
MAYVILLE,OR,Gilliam,1884,1958,45.082353,-120.1922509
MEDFORD,OR,Jackson,1884,,42.3237678,-122.8675377
MIDLAND,TX,Midland,1884,,31.9969604,-102.0736923
MINGUSVILLE,MT,Wibaux,1884,1895,46.9856548,-104.1885332
MINNEWAUKON,ND,Benson,1884,1909,48.0716891,-99.2508141
MOCCASIN,MT,Fergus,1884,1885,47.3008116,-109.511853
MONERO,NM,Rio Arriba,1884,1963,36.9019561,-106.8553155
MOORETON,ND,Richland,1884,,46.2681121,-96.876242
MORELAND,MT,Gallatin,1884,1891,45.8565746,-111.3300013
MORENCI,AZ,Greenlee,1884,,33.0518748,-109.3255896
MORO,OR,Sherman,1884,,45.4843251,-120.7310586
MORTON,OR,Malheur,1884,1884,43.9909967,-116.9662705
MOSIER,OR,Wasco,1884,,45.6828766,-121.397475
MOUND,TX,Coryell,1884,,31.3511127,-97.6380081
MOUSE RIVER,ND,McHenry,1884,1886,48.0577312,-100.9295626
MUDDY,MT,Big Horn,1884,1901,45.621934,-106.7603147
MULLINVILLE,KS,Kiowa,1884,,37.5853492,-99.475391
MURRAY,NE,Cass,1884,,40.9156377,-95.9272568
MURRAY,ID,Shoshone,1884,1959,47.6265463,-115.8563171
NEWPORT,NE,Rock,1884,,42.6013894,-99.3273303
NORDEN,NE,Key Paha,1884,1960,42.8669482,-100.0726223
NOVICE,TX,Coleman,1884,,31.9894278,-99.6206507
NUNDA,NE,Loup,1884,1889,41.8722273,-99.2498268
NURSERY,TX,Victoria,1884,,28.9153583,-97.0884707
OASIS,OR,Gilliam,1884,1886,45.5651305,-120.0983704
OLALLA,WA,Kitsap,1884,,47.432215,-122.5738391
OLENE,OR,Klamath,1884,1959,42.1718141,-121.6308324
